Sid,9.77976000,payment-1.txt,a11f399,2023-04-26 06:02:52.887548
Racket,3.13866000,payment-1.txt,a11f399,2023-04-26 06:02:52.887557
(Michael Sid),2.8059000,payment-1.txt,a11f399,2023-04-26 06:02:52.887559
Ben,1.79916000,payment-1.txt,a11f399,2023-04-26 06:02:52.887561
Noah,1.19286000,payment-1.txt,a11f399,2023-04-26 06:02:52.887562
typed-stack,0.91086000,payment-1.txt,a11f399,2023-04-26 06:02:52.887564
Stephen,0.84882000,payment-1.txt,a11f399,2023-04-26 06:02:52.887566
adjutor,0.68244000,payment-1.txt,a11f399,2023-04-26 06:02:52.887571
mischief,0.68244000,payment-1.txt,a11f399,2023-04-26 06:02:52.887574
Jay,0.56964000,payment-1.txt,a11f399,2023-04-26 06:02:52.887576
Michael,0.50196000,payment-1.txt,a11f399,2023-04-26 06:02:52.887577
rackunit,0.38916000,payment-1.txt,a11f399,2023-04-26 06:02:52.887578
(Ben Sid),0.29328000,payment-1.txt,a11f399,2023-04-26 06:02:52.887579
Cassie,0.2679000,payment-1.txt,a11f399,2023-04-26 06:02:52.887580
Sam,0.24534000,payment-1.txt,a11f399,2023-04-26 06:02:52.887582
Kasivajhula 2014-,0.23406000,payment-1.txt,a11f399,2023-04-26 06:02:52.887583
Sergiu,0.21996000,payment-1.txt,a11f399,2023-04-26 06:02:52.887584
greg-racket-makefile,0.19458000,payment-1.txt,a11f399,2023-04-26 06:02:52.887585
Laurent,0.17484000,payment-1.txt,a11f399,2023-04-26 06:02:52.887586
Nia,0.16638000,payment-1.txt,a11f399,2023-04-26 06:02:52.887587
metapict,0.16356000,payment-1.txt,a11f399,2023-04-26 06:02:52.887588
cover,0.16356000,payment-1.txt,a11f399,2023-04-26 06:02:52.887589
Haskell,0.15792000,payment-1.txt,a11f399,2023-04-26 06:02:52.887590
Scheme,0.15792000,payment-1.txt,a11f399,2023-04-26 06:02:52.887590
Bogdan,0.14664000,payment-1.txt,a11f399,2023-04-26 06:02:52.887591
racket-collections,0.12972000,payment-1.txt,a11f399,2023-04-26 06:02:52.887592
cover-coveralls,0.12972000,payment-1.txt,a11f399,2023-04-26 06:02:52.887593
relation,0.12972000,payment-1.txt,a11f399,2023-04-26 06:02:52.887594
(Jesse William),0.12126000,payment-1.txt,a11f399,2023-04-26 06:02:52.887595
APL,0.12126000,payment-1.txt,a11f399,2023-04-26 06:02:52.887596
Anonymous,0.11844000,payment-1.txt,a11f399,2023-04-26 06:02:52.887597
Threading macro,0.11844000,payment-1.txt,a11f399,2023-04-26 06:02:52.887597
pipeR,0.11844000,payment-1.txt,a11f399,2023-04-26 06:02:52.887598
Clojure,0.10998000,payment-1.txt,a11f399,2023-04-26 06:02:52.887599
Rash,0.0987000,payment-1.txt,a11f399,2023-04-26 06:02:52.887600
Lisp,0.0987000,payment-1.txt,a11f399,2023-04-26 06:02:52.887601
Symex,0.07614000,payment-1.txt,a11f399,2023-04-26 06:02:52.887602
Debug,0.06486000,payment-1.txt,a11f399,2023-04-26 06:02:52.887603
Soegaard,0.06486000,payment-1.txt,a11f399,2023-04-26 06:02:52.887604
1e1001,0.06204000,payment-1.txt,a11f399,2023-04-26 06:02:52.887604
Scratch (MIT),0.06204000,payment-1.txt,a11f399,2023-04-26 06:02:52.887606
VHDL,0.05922000,payment-1.txt,a11f399,2023-04-26 06:02:52.887607
Verilog,0.05922000,payment-1.txt,a11f399,2023-04-26 06:02:52.887608
Hsiao-Peng et. al. 1999,0.05922000,payment-1.txt,a11f399,2023-04-26 06:02:52.887609
jo-sm,0.05922000,payment-1.txt,a11f399,2023-04-26 06:02:52.887610
Unix pipelines,0.05922000,payment-1.txt,a11f399,2023-04-26 06:02:52.887610
Scala,0.05922000,payment-1.txt,a11f399,2023-04-26 06:02:52.887612
Erlang,0.05922000,payment-1.txt,a11f399,2023-04-26 06:02:52.887613
Ballantyne et al 2020,0.04794000,payment-1.txt,a11f399,2023-04-26 06:02:52.887613
(Sorawee Jack),0.04512000,payment-1.txt,a11f399,2023-04-26 06:02:52.887614
Sarna,0.0423000,payment-1.txt,a11f399,2023-04-26 06:02:52.887615
ML,0.03948000,payment-1.txt,a11f399,2023-04-26 06:02:52.887616
Hughes 2000,0.03666000,payment-1.txt,a11f399,2023-04-26 06:02:52.887616
Vim,0.03666000,payment-1.txt,a11f399,2023-04-26 06:02:52.887617
Python,0.01128000,payment-1.txt,a11f399,2023-04-26 06:02:52.887618
Ruby,0.0141000,payment-1.txt,a11f399,2023-04-26 06:02:52.887619
DIA,1.50000,payment-1.txt,a11f399,2023-04-26 06:02:52.887621
Old Abe,0.30000,payment-1.txt,a11f399,2023-04-26 06:02:52.887622
